task,metric,model,kind,parameters_billion,score,open_weights,on_displayed_frontier,evidence_type,observation_id,revision,native_artifact_sha256
SIBFLEURS,accuracy,microsoft/msclap-2023,peer,0.16,14.073474509803921,True,False,registry_reported,registry_reported:microsoft/msclap-2023,,
SIBFLEURS,accuracy,lyrebird/wav2clip,peer,0.163,21.968920588235292,True,False,registry_reported,registry_reported:lyrebird/wav2clip,,
SIBFLEURS,accuracy,laion/larger_clap_general,peer,0.194,9.385411764705882,True,False,registry_reported,registry_reported:laion/larger_clap_general,,
SIBFLEURS,accuracy,laion/larger_clap_music,peer,0.194,5.552189215686274,True,False,registry_reported,registry_reported:laion/larger_clap_music,,
SIBFLEURS,accuracy,laion/larger_clap_music_and_speech,peer,0.194,8.903358823529413,True,False,registry_reported,registry_reported:laion/larger_clap_music_and_speech,,
SIBFLEURS,accuracy,microsoft/msclap-2022,peer,0.196,14.461366666666667,True,False,registry_reported,registry_reported:microsoft/msclap-2022,,
SIBFLEURS,accuracy,openai/whisper-small,peer,0.244,19.06649607843137,True,False,registry_reported,registry_reported:openai/whisper-small,,
SIBFLEURS,accuracy,microsoft/speecht5_multimodal,peer,0.298,16.217545098039217,True,False,registry_reported,registry_reported:microsoft/speecht5_multimodal,,
SIBFLEURS,accuracy,facebook/wav2vec2-xls-r-300m,peer,0.3,14.27458823529412,True,False,registry_reported,registry_reported:facebook/wav2vec2-xls-r-300m,,
SIBFLEURS,accuracy,vitouphy/wav2vec2-xls-r-300m-phoneme,peer,0.3,16.31054705882353,True,False,registry_reported,registry_reported:vitouphy/wav2vec2-xls-r-300m-phoneme,,
SIBFLEURS,accuracy,facebook/data2vec-audio-large-960h,peer,0.313,17.503291176470587,True,False,registry_reported,registry_reported:facebook/data2vec-audio-large-960h,,
SIBFLEURS,accuracy,facebook/hubert-large-ls960-ft,peer,0.317,13.514298039215685,True,False,registry_reported,registry_reported:facebook/hubert-large-ls960-ft,,
SIBFLEURS,accuracy,facebook/wav2vec2-large,peer,0.317,11.303959803921568,True,False,registry_reported,registry_reported:facebook/wav2vec2-large,,
SIBFLEURS,accuracy,facebook/wav2vec2-large-xlsr-53,peer,0.317,5.477791176470589,True,False,registry_reported,registry_reported:facebook/wav2vec2-large-xlsr-53,,
SIBFLEURS,accuracy,facebook/wav2vec2-lv-60-espeak-cv-ft,peer,0.317,14.815935294117647,True,False,registry_reported,registry_reported:facebook/wav2vec2-lv-60-espeak-cv-ft,,
SIBFLEURS,accuracy,microsoft/wavlm-large,peer,0.317,12.54475588235294,True,False,registry_reported,registry_reported:microsoft/wavlm-large,,
SIBFLEURS,accuracy,OpenMuQ/MuQ-MuLan-large,peer,0.63,23.207781372549018,True,False,registry_reported,registry_reported:OpenMuQ/MuQ-MuLan-large,,
SIBFLEURS,accuracy,openai/whisper-medium,peer,0.769,26.59110294117647,True,False,registry_reported,registry_reported:openai/whisper-medium,,
SIBFLEURS,accuracy,jinaai/jina-embeddings-v5-omni-nano,peer,0.986,30.306906862745098,True,True,registry_reported,registry_reported:jinaai/jina-embeddings-v5-omni-nano,,
SIBFLEURS,accuracy,facebook/mms-1b-all,peer,1.0,24.13314705882353,True,False,registry_reported,registry_reported:facebook/mms-1b-all,,
SIBFLEURS,accuracy,facebook/mms-1b-fl102,peer,1.0,26.19661960784314,True,False,registry_reported,registry_reported:facebook/mms-1b-fl102,,
SIBFLEURS,accuracy,facebook/mms-1b-l1107,peer,1.0,21.60156862745098,True,False,registry_reported,registry_reported:facebook/mms-1b-l1107,,
SIBFLEURS,accuracy,facebook/wav2vec2-xls-r-1b,peer,1.0,12.637753921568628,True,False,registry_reported,registry_reported:facebook/wav2vec2-xls-r-1b,,
SIBFLEURS,accuracy,speechbrain/m-ctc-t-large,peer,1.059,21.695727450980392,True,False,registry_reported,registry_reported:speechbrain/m-ctc-t-large,,
SIBFLEURS,accuracy,LanguageBind/LanguageBind_Omni,peer,1.2,14.720610784313726,True,False,registry_reported,registry_reported:LanguageBind/LanguageBind_Omni,,
SIBFLEURS,accuracy,llm-semantic-router/Vela-1.0-Omni-Mini,mini,1.361475288,39.06804619080834,True,True,measured_release_evaluation,,,d3a742fbe0d833b0a72e5104e0381209b7d3da78f948d3439a5da7d986232731
SIBFLEURS,accuracy,openai/whisper-large-v3,peer,1.55,22.948927450980392,True,False,registry_reported,registry_reported:openai/whisper-large-v3,,
SIBFLEURS,accuracy,jinaai/jina-embeddings-v5-omni-small,peer,1.626,30.350692156862742,True,False,registry_reported,registry_reported:jinaai/jina-embeddings-v5-omni-small,,
SIBFLEURS,accuracy,encord-team/ebind-full,peer,1.79,14.727586274509804,True,False,registry_reported,registry_reported:encord-team/ebind-full,,
SIBFLEURS,accuracy,facebook/wav2vec2-xls-r-2b,peer,2.0,13.607690196078432,True,False,registry_reported,registry_reported:facebook/wav2vec2-xls-r-2b,,
SIBFLEURS,accuracy,facebook/wav2vec2-xls-r-2b-21-to-en,peer,2.0,14.2292,True,False,registry_reported,registry_reported:facebook/wav2vec2-xls-r-2b-21-to-en,,
SIBFLEURS,accuracy,facebook/seamless-m4t-v2-large,peer,2.3,41.91544607843137,True,True,registry_reported,registry_reported:facebook/seamless-m4t-v2-large,,
SIBFLEURS,accuracy,BidirLM/BidirLM-Omni-2.5B-Embedding,peer,2.445,47.532355882352945,True,True,registry_reported,registry_reported:BidirLM/BidirLM-Omni-2.5B-Embedding,,
SIBFLEURS,accuracy,EximiusLabs/fusion-embedding-2-2b-preview,peer,2.8,17.58389411764706,True,False,registry_reported,registry_reported:EximiusLabs/fusion-embedding-2-2b-preview,,
SIBFLEURS,accuracy,Haon-Chen/e5-omni-3B,peer,4.703,32.91909117647059,True,False,registry_reported,registry_reported:Haon-Chen/e5-omni-3B,,
SIBFLEURS,accuracy,LCO-Embedding/LCO-Embedding-Omni-3B,peer,4.703,45.062387254901964,True,False,registry_reported,registry_reported:LCO-Embedding/LCO-Embedding-Omni-3B,,
SIBFLEURS,accuracy,Qwen/Qwen2.5-Omni-3B,peer,5.537,19.73339607843137,True,False,registry_reported,registry_reported:Qwen/Qwen2.5-Omni-3B,,
SIBFLEURS,accuracy,Qwen/Qwen2-Audio-7B,peer,7.0,15.437109803921567,True,False,registry_reported,registry_reported:Qwen/Qwen2-Audio-7B,,
SIBFLEURS,accuracy,Haon-Chen/e5-omni-7B,peer,8.932,38.39882352941177,True,False,registry_reported,registry_reported:Haon-Chen/e5-omni-7B,,
SIBFLEURS,accuracy,LCO-Embedding/LCO-Embedding-Omni-7B,peer,8.932,47.38897549019608,True,False,registry_reported,registry_reported:LCO-Embedding/LCO-Embedding-Omni-7B,,
SIBFLEURS,accuracy,Tevatron/OmniEmbed-v0.1,peer,8.932,27.626134313725494,True,False,registry_reported,registry_reported:Tevatron/OmniEmbed-v0.1,,
SIBFLEURS,accuracy,Qwen/Qwen2.5-Omni-7B,peer,10.732,18.12175294117647,True,False,registry_reported,registry_reported:Qwen/Qwen2.5-Omni-7B,,
SIBFLEURS,accuracy,Qwen/Qwen3-Omni-30B-A3B-Thinking,peer,31.719,19.916688235294117,True,False,registry_reported,registry_reported:Qwen/Qwen3-Omni-30B-A3B-Thinking,,
SIBFLEURS,accuracy,Qwen/Qwen3-Omni-30B-A3B-Instruct,peer,35.26,21.777107843137255,True,False,registry_reported,registry_reported:Qwen/Qwen3-Omni-30B-A3B-Instruct,,
VehicleSoundClustering,v_measure,google/yamnet,peer,0.004,0.35100000000000003,True,True,registry_reported,registry_reported:google/yamnet,,
VehicleSoundClustering,v_measure,asapp/sew-d-tiny-100k-ft-ls100h,peer,0.02,0.3376,True,False,registry_reported,registry_reported:asapp/sew-d-tiny-100k-ft-ls100h,,
VehicleSoundClustering,v_measure,matthewagi/HeAR-s1.1,peer,0.022,3.8280000000000003,True,True,registry_reported,registry_reported:matthewagi/HeAR-s1.1,,
VehicleSoundClustering,v_measure,facebook/encodec_24khz,peer,0.023,3.8041,True,False,registry_reported,registry_reported:facebook/encodec_24khz,,
VehicleSoundClustering,v_measure,openai/whisper-tiny,peer,0.039,12.3883,True,True,registry_reported,registry_reported:openai/whisper-tiny,,
VehicleSoundClustering,v_measure,google/vggish,peer,0.072,4.4608,True,False,registry_reported,registry_reported:google/vggish,,
VehicleSoundClustering,v_measure,openai/whisper-base,peer,0.074,2.4958,True,False,registry_reported,registry_reported:openai/whisper-base,,
VehicleSoundClustering,v_measure,speechbrain/cnn14-esc50,peer,0.081,2.4725,True,False,registry_reported,registry_reported:speechbrain/cnn14-esc50,,
VehicleSoundClustering,v_measure,MIT/ast-finetuned-audioset-10-10-0.4593,peer,0.086594063,14.342872113086985,True,True,independent_rerun,independent_rerun:MIT/ast-finetuned-audioset-10-10-0.4593:f826b80d28226b62986cc218e5cec390b1096902:VehicleSoundClustering,f826b80d28226b62986cc218e5cec390b1096902,
VehicleSoundClustering,v_measure,MIT/ast-finetuned-audioset-10-10-0.4593,peer,0.087,13.366700000000002,True,False,registry_reported,registry_reported:MIT/ast-finetuned-audioset-10-10-0.4593,,
VehicleSoundClustering,v_measure,facebook/data2vec-audio-base-960h,peer,0.093,1.3347,True,False,registry_reported,registry_reported:facebook/data2vec-audio-base-960h,,
VehicleSoundClustering,v_measure,microsoft/unispeech-sat-base-100h-libri-ft,peer,0.094,0.32789999999999997,True,False,registry_reported,registry_reported:microsoft/unispeech-sat-base-100h-libri-ft,,
VehicleSoundClustering,v_measure,asapp/sew-d-base-plus-400k-ft-ls100h,peer,0.095,0.6319,True,False,registry_reported,registry_reported:asapp/sew-d-base-plus-400k-ft-ls100h,,
VehicleSoundClustering,v_measure,facebook/hubert-base-ls960,peer,0.095,0.1305,True,False,registry_reported,registry_reported:facebook/hubert-base-ls960,,
VehicleSoundClustering,v_measure,facebook/wav2vec2-base,peer,0.095,3.0932999999999997,True,False,registry_reported,registry_reported:facebook/wav2vec2-base,,
VehicleSoundClustering,v_measure,facebook/wav2vec2-base-960h,peer,0.095,0.6122,True,False,registry_reported,registry_reported:facebook/wav2vec2-base-960h,,
VehicleSoundClustering,v_measure,microsoft/wavlm-base,peer,0.095,0.40940000000000004,True,False,registry_reported,registry_reported:microsoft/wavlm-base,,
VehicleSoundClustering,v_measure,microsoft/wavlm-base-plus,peer,0.095,1.7932,True,False,registry_reported,registry_reported:microsoft/wavlm-base-plus,,
VehicleSoundClustering,v_measure,microsoft/wavlm-base-plus-sd,peer,0.095,1.7932,True,False,registry_reported,registry_reported:microsoft/wavlm-base-plus-sd,,
VehicleSoundClustering,v_measure,microsoft/wavlm-base-plus-sv,peer,0.095,1.7932,True,False,registry_reported,registry_reported:microsoft/wavlm-base-plus-sv,,
VehicleSoundClustering,v_measure,microsoft/wavlm-base-sd,peer,0.095,0.40940000000000004,True,False,registry_reported,registry_reported:microsoft/wavlm-base-sd,,
VehicleSoundClustering,v_measure,microsoft/wavlm-base-sv,peer,0.095,0.40940000000000004,True,False,registry_reported,registry_reported:microsoft/wavlm-base-sv,,
VehicleSoundClustering,v_measure,asapp/sew-d-mid-400k-ft-ls100h,peer,0.139,0.6276,True,False,registry_reported,registry_reported:asapp/sew-d-mid-400k-ft-ls100h,,
VehicleSoundClustering,v_measure,llm-semantic-router/Vela-1.0-Omni-Nano,nano,0.163771288,5.275425308186281,True,False,measured_release_evaluation,,,474ad3d52f6ee7f818a3dbb6112e3d66c2423542d08228e7996a8cd600bd99a2
VehicleSoundClustering,v_measure,laion/clap-htsat-unfused,peer,0.153,2.6642,True,False,registry_reported,registry_reported:laion/clap-htsat-unfused,,
VehicleSoundClustering,v_measure,laion/clap-htsat-fused,peer,0.154,4.7132,True,False,registry_reported,registry_reported:laion/clap-htsat-fused,,
VehicleSoundClustering,v_measure,microsoft/msclap-2023,peer,0.16,2.86,True,False,registry_reported,registry_reported:microsoft/msclap-2023,,
VehicleSoundClustering,v_measure,lyrebird/wav2clip,peer,0.163,3.9723,True,False,registry_reported,registry_reported:lyrebird/wav2clip,,
VehicleSoundClustering,v_measure,laion/larger_clap_general,peer,0.194,3.3663,True,False,registry_reported,registry_reported:laion/larger_clap_general,,
VehicleSoundClustering,v_measure,laion/larger_clap_music,peer,0.194,3.7272,True,False,registry_reported,registry_reported:laion/larger_clap_music,,
VehicleSoundClustering,v_measure,laion/larger_clap_music_and_speech,peer,0.194,4.7243,True,False,registry_reported,registry_reported:laion/larger_clap_music_and_speech,,
VehicleSoundClustering,v_measure,microsoft/msclap-2022,peer,0.196,7.979799999999999,True,False,registry_reported,registry_reported:microsoft/msclap-2022,,
VehicleSoundClustering,v_measure,openai/whisper-small,peer,0.244,1.2919999999999998,True,False,registry_reported,registry_reported:openai/whisper-small,,
VehicleSoundClustering,v_measure,microsoft/speecht5_multimodal,peer,0.298,0.46769999999999995,True,False,registry_reported,registry_reported:microsoft/speecht5_multimodal,,
VehicleSoundClustering,v_measure,facebook/wav2vec2-xls-r-300m,peer,0.3,2.3022,True,False,registry_reported,registry_reported:facebook/wav2vec2-xls-r-300m,,
VehicleSoundClustering,v_measure,vitouphy/wav2vec2-xls-r-300m-phoneme,peer,0.3,1.2399,True,False,registry_reported,registry_reported:vitouphy/wav2vec2-xls-r-300m-phoneme,,
VehicleSoundClustering,v_measure,facebook/data2vec-audio-large-960h,peer,0.313,0.1542,True,False,registry_reported,registry_reported:facebook/data2vec-audio-large-960h,,
VehicleSoundClustering,v_measure,facebook/hubert-large-ls960-ft,peer,0.317,0.5867,True,False,registry_reported,registry_reported:facebook/hubert-large-ls960-ft,,
VehicleSoundClustering,v_measure,facebook/wav2vec2-large,peer,0.317,1.411,True,False,registry_reported,registry_reported:facebook/wav2vec2-large,,
VehicleSoundClustering,v_measure,facebook/wav2vec2-large-xlsr-53,peer,0.317,1.7241,True,False,registry_reported,registry_reported:facebook/wav2vec2-large-xlsr-53,,
VehicleSoundClustering,v_measure,facebook/wav2vec2-lv-60-espeak-cv-ft,peer,0.317,2.3741000000000003,True,False,registry_reported,registry_reported:facebook/wav2vec2-lv-60-espeak-cv-ft,,
VehicleSoundClustering,v_measure,microsoft/wavlm-large,peer,0.317,0.17550000000000002,True,False,registry_reported,registry_reported:microsoft/wavlm-large,,
VehicleSoundClustering,v_measure,OpenMuQ/MuQ-MuLan-large,peer,0.63,0.9233999999999999,True,False,registry_reported,registry_reported:OpenMuQ/MuQ-MuLan-large,,
VehicleSoundClustering,v_measure,openai/whisper-medium,peer,0.769,1.0773,True,False,registry_reported,registry_reported:openai/whisper-medium,,
VehicleSoundClustering,v_measure,jinaai/jina-embeddings-v5-omni-nano,peer,0.986,1.6566,True,False,registry_reported,registry_reported:jinaai/jina-embeddings-v5-omni-nano,,
VehicleSoundClustering,v_measure,facebook/mms-1b-all,peer,1.0,0.32030000000000003,True,False,registry_reported,registry_reported:facebook/mms-1b-all,,
VehicleSoundClustering,v_measure,facebook/mms-1b-fl102,peer,1.0,0.146,True,False,registry_reported,registry_reported:facebook/mms-1b-fl102,,
VehicleSoundClustering,v_measure,facebook/mms-1b-l1107,peer,1.0,0.4373,True,False,registry_reported,registry_reported:facebook/mms-1b-l1107,,
VehicleSoundClustering,v_measure,facebook/wav2vec2-xls-r-1b,peer,1.0,0.1275,True,False,registry_reported,registry_reported:facebook/wav2vec2-xls-r-1b,,
VehicleSoundClustering,v_measure,speechbrain/m-ctc-t-large,peer,1.059,0.967,True,False,registry_reported,registry_reported:speechbrain/m-ctc-t-large,,
VehicleSoundClustering,v_measure,LanguageBind/LanguageBind_Omni,peer,1.2,2.5643,True,False,registry_reported,registry_reported:LanguageBind/LanguageBind_Omni,,
VehicleSoundClustering,v_measure,llm-semantic-router/Vela-1.0-Omni-Mini,mini,1.361475288,1.7269120528614579,True,False,measured_release_evaluation,,,d3a742fbe0d833b0a72e5104e0381209b7d3da78f948d3439a5da7d986232731
VehicleSoundClustering,v_measure,openai/whisper-large-v3,peer,1.55,1.3834000000000002,True,False,registry_reported,registry_reported:openai/whisper-large-v3,,
VehicleSoundClustering,v_measure,jinaai/jina-embeddings-v5-omni-small,peer,1.626,4.8423,True,False,registry_reported,registry_reported:jinaai/jina-embeddings-v5-omni-small,,
VehicleSoundClustering,v_measure,encord-team/ebind-full,peer,1.79,6.4883,True,False,registry_reported,registry_reported:encord-team/ebind-full,,
VehicleSoundClustering,v_measure,facebook/wav2vec2-xls-r-2b,peer,2.0,0.9359,True,False,registry_reported,registry_reported:facebook/wav2vec2-xls-r-2b,,
VehicleSoundClustering,v_measure,facebook/seamless-m4t-v2-large,peer,2.3,0.4163,True,False,registry_reported,registry_reported:facebook/seamless-m4t-v2-large,,
VehicleSoundClustering,v_measure,BidirLM/BidirLM-Omni-2.5B-Embedding,peer,2.445,5.1074,True,False,registry_reported,registry_reported:BidirLM/BidirLM-Omni-2.5B-Embedding,,
VehicleSoundClustering,v_measure,EximiusLabs/fusion-embedding-1-2b-preview,peer,2.8,3.495,True,False,registry_reported,registry_reported:EximiusLabs/fusion-embedding-1-2b-preview,,
VehicleSoundClustering,v_measure,EximiusLabs/fusion-embedding-2-2b-preview,peer,2.8,2.4577,True,False,registry_reported,registry_reported:EximiusLabs/fusion-embedding-2-2b-preview,,
VehicleSoundClustering,v_measure,Haon-Chen/e5-omni-3B,peer,4.703,3.7803000000000004,True,False,registry_reported,registry_reported:Haon-Chen/e5-omni-3B,,
VehicleSoundClustering,v_measure,LCO-Embedding/LCO-Embedding-Omni-3B,peer,4.703,2.1795,True,False,registry_reported,registry_reported:LCO-Embedding/LCO-Embedding-Omni-3B,,
VehicleSoundClustering,v_measure,Qwen/Qwen2.5-Omni-3B,peer,5.537,1.1603,True,False,registry_reported,registry_reported:Qwen/Qwen2.5-Omni-3B,,
VehicleSoundClustering,v_measure,Qwen/Qwen2-Audio-7B,peer,7.0,5.518,True,False,registry_reported,registry_reported:Qwen/Qwen2-Audio-7B,,
VehicleSoundClustering,v_measure,Haon-Chen/e5-omni-7B,peer,8.932,2.4320999999999997,True,False,registry_reported,registry_reported:Haon-Chen/e5-omni-7B,,
VehicleSoundClustering,v_measure,LCO-Embedding/LCO-Embedding-Omni-7B,peer,8.932,3.6289000000000002,True,False,registry_reported,registry_reported:LCO-Embedding/LCO-Embedding-Omni-7B,,
VehicleSoundClustering,v_measure,Tevatron/OmniEmbed-v0.1,peer,8.932,1.4678,True,False,registry_reported,registry_reported:Tevatron/OmniEmbed-v0.1,,
VehicleSoundClustering,v_measure,Qwen/Qwen2.5-Omni-7B,peer,10.732,0.8654999999999999,True,False,registry_reported,registry_reported:Qwen/Qwen2.5-Omni-7B,,
VehicleSoundClustering,v_measure,Qwen/Qwen3-Omni-30B-A3B-Thinking,peer,31.719,0.6526,True,False,registry_reported,registry_reported:Qwen/Qwen3-Omni-30B-A3B-Thinking,,
VehicleSoundClustering,v_measure,Qwen/Qwen3-Omni-30B-A3B-Instruct,peer,35.26,1.2456,True,False,registry_reported,registry_reported:Qwen/Qwen3-Omni-30B-A3B-Instruct,,
